DeviceTag: XsensDOT,FirmwareVersion: 2.2.1,AppVersion: 2022.2.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Inertial Mode - Rate quantities,StartTime: 2022-12-03 22:44:55.622,Â© Movella Technologies B.V. 2005-2022
17879292,-0.0869,-0.0514,9.8162,-0.4151,0.0733,-0.1950
17879459,-0.0792,-0.0419,9.8094,-0.4480,0.0397,-0.1759
17879625,-0.0876,-0.0440,9.8195,-0.4683,0.0282,-0.1695
17879792,-0.0761,-0.0521,9.8131,-0.4710,0.0558,-0.1130
17879959,-0.0886,-0.0467,9.7979,-0.4591,0.0511,-0.1132
17880125,-0.0855,-0.0399,9.8088,-0.3049,0.0879,-0.1265
17880292,-0.0715,-0.0521,9.8118,-0.4010,0.0892,-0.1090
17880459,-0.0781,-0.0383,9.8108,-0.5044,0.0326,-0.1797
17880625,-0.0858,-0.0425,9.8172,-0.3986,0.0183,-0.1237
17880792,-0.0850,-0.0633,9.8049,-0.4917,0.0274,-0.2040
17880959,-0.0735,-0.0447,9.8116,-0.3913,0.0808,-0.1702
17881125,-0.0716,-0.0451,9.8134,-0.4083,0.0869,-0.1294
17881292,-0.0800,-0.0654,9.8183,-0.4424,0.0989,-0.0937
17881459,-0.0853,-0.0475,9.8317,-0.3986,0.0050,-0.1508
17881625,-0.0607,-0.0455,9.8091,-0.4856,0.1270,-0.2042
17881792,-0.0874,-0.0473,9.8134,-0.4704,0.1129,-0.1810
17881959,-0.0771,-0.0379,9.7992,-0.3845,0.0933,-0.1585
17882126,-0.0754,-0.0560,9.8090,-0.4612,0.0893,-0.1945
17882292,-0.0889,-0.0513,9.8092,-0.3740,0.0851,-0.1117
17882459,-0.0791,-0.0506,9.8045,-0.3825,0.0688,-0.1826
17882626,-0.0733,-0.0542,9.7995,-0.4789,0.0207,-0.1735
17882792,-0.0799,-0.0398,9.8033,-0.4148,0.0494,-0.1639
17882959,-0.0759,-0.0591,9.8014,-0.4140,0.0917,-0.1268
17883126,-0.0612,-0.0550,9.7974,-0.3690,0.1006,-0.1968
17883292,-0.0900,-0.0492,9.7948,-0.4185,0.0523,-0.1362
17883459,-0.0849,-0.0520,9.8101,-0.3750,0.0737,-0.1882
17883626,-0.0823,-0.0379,9.8202,-0.4043,0.1064,-0.1567
17883792,-0.0799,-0.0479,9.8061,-0.4714,0.0498,-0.2307
17883959,-0.0746,-0.0522,9.8185,-0.4650,0.0434,-0.0978
17884126,-0.0827,-0.0441,9.8008,-0.4987,0.1091,-0.1403
17884292,-0.0906,-0.0350,9.8106,-0.4089,0.1108,-0.1175
17884459,-0.0762,-0.0490,9.8066,-0.4924,0.0667,-0.2318
17884626,-0.0805,-0.0423,9.8095,-0.4210,0.1251,-0.1513
17884792,-0.0880,-0.0569,9.8213,-0.4825,0.0364,-0.2197
17884959,-0.0804,-0.0497,9.8122,-0.4362,0.0238,-0.1688
17885126,-0.0865,-0.0352,9.8107,-0.4512,0.0303,-0.0867
17885292,-0.0835,-0.0392,9.8072,-0.4935,0.0894,-0.1386
17885459,-0.0745,-0.0472,9.7954,-0.3334,0.0310,-0.1740
17885626,-0.0850,-0.0407,9.8116,-0.4704,0.0752,-0.1869
17885792,-0.0766,-0.0415,9.8045,-0.5237,0.1000,-0.1876
17885959,-0.0841,-0.0386,9.8146,-0.4753,0.0639,-0.1507
17886126,-0.0787,-0.0452,9.8084,-0.4105,-0.0514,-0.0839
17886292,-0.0996,-0.0331,9.8219,-0.4027,-0.0037,-0.1115
17886459,-0.0735,-0.0473,9.8018,-0.4147,0.0254,-0.1945
17886626,-0.0773,-0.0527,9.8112,-0.4230,0.0427,-0.1130
17886792,-0.0784,-0.0501,9.8101,-0.4750,0.0481,-0.1317
17886959,-0.0834,-0.0526,9.8038,-0.4158,0.1211,-0.1054
17887126,-0.0942,-0.0523,9.8033,-0.3855,0.0306,-0.2499
17887292,-0.0763,-0.0551,9.8110,-0.4297,0.0189,-0.0605
17887459,-0.0882,-0.0513,9.8234,-0.4033,0.0345,-0.0951
17887626,-0.0846,-0.0512,9.7967,-0.4062,0.1424,-0.1095
17887792,-0.0895,-0.0378,9.7932,-0.4209,0.0955,-0.1847
17887959,-0.0627,-0.0427,9.8124,-0.4262,0.0885,-0.1682
17888126,-0.0703,-0.0505,9.8089,-0.4377,0.0358,-0.1418
17888292,-0.0699,-0.0616,9.8073,-0.4545,0.0754,-0.1756
17888459,-0.0817,-0.0397,9.8218,-0.4758,0.0344,-0.1695
17888626,-0.0718,-0.0555,9.8022,-0.3911,0.0161,-0.1803
17888792,-0.0839,-0.0526,9.8090,-0.3686,0.0527,-0.1587
17888959,-0.0754,-0.0413,9.8078,-0.4508,0.0990,-0.1605
17889126,-0.0803,-0.0461,9.8087,-0.4413,0.0997,-0.1350
17889292,-0.0776,-0.0593,9.8091,-0.3894,0.1376,-0.1989
17889459,-0.0764,-0.0383,9.7992,-0.4049,0.1411,-0.1793
17889626,-0.0884,-0.0402,9.8023,-0.3969,0.0900,-0.0626
17889792,-0.0801,-0.0451,9.8097,-0.4851,0.0732,-0.1242
17889959,-0.0754,-0.0581,9.7934,-0.4215,0.0405,-0.1496
17890126,-0.0811,-0.0473,9.8128,-0.4543,0.0378,-0.1607
17890292,-0.0892,-0.0426,9.7912,-0.3725,0.1139,-0.1132
17890459,-0.0798,-0.0448,9.8058,-0.4865,0.0658,-0.1680
17890626,-0.0778,-0.0511,9.8142,-0.4088,0.1297,-0.1375
17890792,-0.0815,-0.0407,9.8157,-0.4609,0.0153,-0.1997
17890959,-0.0879,-0.0437,9.7987,-0.4025,0.0775,-0.1846
17891126,-0.0945,-0.0447,9.8159,-0.4590,0.0858,-0.1734
17891292,-0.0822,-0.0523,9.8046,-0.4570,0.0690,-0.1293
17891459,-0.0848,-0.0514,9.8126,-0.4384,0.0447,-0.1139
17891626,-0.0779,-0.0463,9.8072,-0.3834,0.0117,-0.0977
17891792,-0.0834,-0.0421,9.8061,-0.3898,0.0823,-0.0969
17891959,-0.0837,-0.0568,9.8104,-0.4853,0.0479,-0.1067
17892126,-0.0814,-0.0432,9.8089,-0.3863,0.0060,-0.0667
17892292,-0.0774,-0.0573,9.8139,-0.4893,0.1098,-0.1314
17892459,-0.0828,-0.0532,9.8032,-0.4409,0.0881,-0.1694
17892626,-0.0938,-0.0515,9.8129,-0.4832,0.0786,-0.1800
17892792,-0.0639,-0.0480,9.8075,-0.4854,0.1212,-0.1925
17892959,-0.0807,-0.0419,9.7969,-0.4698,0.0681,-0.1555
17893126,-0.0739,-0.0493,9.8044,-0.4074,0.1741,-0.1650
17893292,-0.0822,-0.0431,9.8000,-0.3908,0.0798,-0.0846
17893459,-0.0850,-0.0385,9.8161,-0.4231,0.0837,-0.1732
17893626,-0.0724,-0.0517,9.8025,-0.4415,0.0219,-0.1130
17893792,-0.0751,-0.0474,9.7908,-0.3954,0.0330,-0.1326
17893959,-0.0903,-0.0443,9.8140,-0.3817,0.0850,-0.1595
17894126,-0.0927,-0.0464,9.8066,-0.4723,0.0742,-0.1258
17894292,-0.0854,-0.0471,9.8064,-0.5088,0.1373,-0.1622
17894459,-0.0703,-0.0559,9.8096,-0.4546,0.0382,-0.1608
17894626,-0.0791,-0.0554,9.8097,-0.4712,0.1319,-0.1598
17894792,-0.0761,-0.0508,9.8170,-0.5202,0.0017,-0.1694
17894959,-0.0779,-0.0625,9.7956,-0.4284,0.0780,-0.1182
17895126,-0.0614,-0.0479,9.8010,-0.3965,0.1277,-0.0685
17895292,-0.0732,-0.0518,9.8115,-0.3351,0.1220,-0.1469
17895459,-0.0841,-0.0570,9.8173,-0.4352,0.1184,-0.0595
17895626,-0.0699,-0.0467,9.8118,-0.4388,0.0533,-0.1752
17895792,-0.0781,-0.0559,9.8035,-0.4272,0.0613,-0.1803
17895959,-0.0876,-0.0408,9.8117,-0.4279,0.0498,-0.1666
17896126,-0.0958,-0.0464,9.8011,-0.4238,-0.0097,-0.1116
17896292,-0.0861,-0.0510,9.8063,-0.4441,0.0280,-0.1731
17896459,-0.0718,-0.0449,9.8023,-0.3774,0.0809,-0.1221
17896626,-0.0775,-0.0487,9.8059,-0.4045,0.1390,-0.1376
17896792,-0.0651,-0.0429,9.8058,-0.4223,0.0970,-0.1799
17896959,-0.0811,-0.0540,9.8074,-0.4409,0.0269,-0.0903
17897126,-0.0632,-0.0524,9.8082,-0.4496,0.0909,-0.1922
17897292,-0.0844,-0.0611,9.8156,-0.4526,0.0527,-0.1489
17897459,-0.0774,-0.0469,9.8110,-0.4659,0.0741,-0.1618
17897626,-0.0721,-0.0409,9.7990,-0.4637,0.0175,-0.1027
17897792,-0.0680,-0.0497,9.8089,-0.4089,0.0530,-0.1422
17897959,-0.0752,-0.0538,9.8180,-0.4363,0.0371,-0.1554
17898126,-0.0875,-0.0442,9.8063,-0.4233,0.0425,-0.1818
17898292,-0.0878,-0.0642,9.8014,-0.5076,0.0766,-0.2010
17898459,-0.0926,-0.0478,9.7971,-0.4236,0.0710,-0.1716
17898626,-0.0886,-0.0493,9.7995,-0.4613,0.0339,-0.1750
17898793,-0.0863,-0.0537,9.8011,-0.4062,0.1316,-0.1187
17898959,-0.0802,-0.0420,9.8105,-0.4397,0.0635,-0.1754
17899126,-0.0879,-0.0431,9.8053,-0.5201,0.0269,-0.0885
17899293,-0.0897,-0.0516,9.8046,-0.5140,0.0156,-0.1553
17899459,-0.0757,-0.0533,9.8161,-0.4591,0.0553,-0.1956
17899626,-0.0807,-0.0613,9.7948,-0.3602,0.0700,-0.1189
17899793,-0.0696,-0.0482,9.8042,-0.4150,0.0641,-0.1583
17899959,-0.0780,-0.0512,9.8101,-0.5050,0.0507,-0.1290
17900126,-0.0805,-0.0414,9.8128,-0.4649,0.0432,-0.0824
17900293,-0.0783,-0.0435,9.8022,-0.4223,0.0058,-0.1504
17900459,-0.0752,-0.0502,9.7939,-0.4280,0.0752,-0.1887
17900626,-0.0503,-0.0521,9.8206,-0.4603,0.0637,-0.2019
17900793,-0.0912,-0.0504,9.8080,-0.4205,0.0374,-0.1041
17900959,-0.0849,-0.0599,9.7945,-0.4808,0.0695,-0.2027
17901126,-0.0860,-0.0572,9.8114,-0.4270,0.0528,-0.1510
17901293,-0.0750,-0.0545,9.8051,-0.4836,0.0497,-0.1222
17901459,-0.0938,-0.0476,9.8007,-0.4408,0.0298,-0.1865
17901626,-0.0773,-0.0437,9.8059,-0.5053,0.0331,-0.1936
17901793,-0.0818,-0.0568,9.7864,-0.4353,0.0866,-0.1240
17901959,-0.0774,-0.0500,9.8091,-0.4431,0.1186,-0.1546
17902126,-0.0714,-0.0611,9.8173,-0.4802,0.0397,-0.0984
17902293,-0.0749,-0.0479,9.8306,-0.4781,0.0920,-0.1724
17902459,-0.0607,-0.0409,9.8216,-0.5186,0.0108,-0.1455
17902626,-0.0757,-0.0458,9.8058,-0.4694,0.0910,-0.1149
17902793,-0.0794,-0.0649,9.7995,-0.4218,0.0199,-0.1967
17902959,-0.0888,-0.0476,9.8081,-0.3367,0.0391,-0.1251
17903126,-0.0781,-0.0433,9.8103,-0.4674,0.0794,-0.1077
17903293,-0.0871,-0.0441,9.8036,-0.4304,0.0141,-0.1030
17903459,-0.0847,-0.0513,9.8190,-0.4269,0.0923,-0.1535
17903626,-0.0836,-0.0361,9.8072,-0.4083,0.0954,-0.1156
17903793,-0.0754,-0.0525,9.8108,-0.3528,0.0908,-0.2229
17903959,-0.0725,-0.0577,9.8158,-0.4681,0.0955,-0.0970
17904126,-0.0832,-0.0481,9.8182,-0.4469,0.0218,-0.1363
17904293,-0.0851,-0.0541,9.8151,-0.4423,0.0227,-0.1052
17904459,-0.0784,-0.0570,9.7984,-0.5066,0.0981,-0.1775
17904626,-0.0715,-0.0536,9.8205,-0.4016,0.0615,-0.1606
17904793,-0.0662,-0.0531,9.8010,-0.3896,0.0410,-0.1391
17904959,-0.0693,-0.0519,9.7970,-0.4556,0.0546,-0.1538
17905126,-0.0805,-0.0531,9.8154,-0.4674,0.0892,-0.1379
17905293,-0.0668,-0.0495,9.8028,-0.4944,0.0407,-0.1525
17905459,-0.0819,-0.0623,9.8085,-0.4241,0.0891,-0.1326
17905626,-0.0849,-0.0469,9.8219,-0.4000,0.0829,-0.1910
17905793,-0.0810,-0.0514,9.8045,-0.4472,0.0151,-0.1145
17905959,-0.0993,-0.0415,9.8086,-0.4211,0.0774,-0.1728
17906126,-0.0762,-0.0424,9.8115,-0.3582,0.0669,-0.1159
17906293,-0.0819,-0.0511,9.8116,-0.4789,0.0724,-0.1822
17906459,-0.0715,-0.0495,9.8212,-0.4184,0.0692,-0.1406
17906626,-0.0760,-0.0392,9.8095,-0.4568,0.0578,-0.1552
17906793,-0.0798,-0.0482,9.8031,-0.4174,0.0945,-0.1861
17906959,-0.0777,-0.0468,9.7904,-0.3884,0.0180,-0.1704
17907126,-0.0763,-0.0527,9.8126,-0.5178,0.1056,-0.2284
17907293,-0.0821,-0.0458,9.8127,-0.3756,0.0866,-0.1575
17907459,-0.0809,-0.0498,9.8008,-0.5230,0.0840,-0.1580
17907626,-0.0958,-0.0421,9.8067,-0.4744,0.0422,-0.1321
17907793,-0.0820,-0.0358,9.8046,-0.3526,0.0984,-0.1335
17907959,-0.0766,-0.0421,9.8013,-0.4830,0.0269,-0.1416
17908126,-0.0728,-0.0524,9.8080,-0.4223,0.0131,-0.1773
17908293,-0.0772,-0.0395,9.8192,-0.4515,0.1025,-0.1079
17908459,-0.0766,-0.0509,9.8079,-0.4058,0.1090,-0.1680
17908626,-0.0752,-0.0564,9.7996,-0.4148,0.0780,-0.0983
17908793,-0.0757,-0.0573,9.8062,-0.4278,0.0845,-0.1400
17908959,-0.0824,-0.0547,9.7945,-0.4404,0.1340,-0.1018
17909126,-0.0848,-0.0492,9.8029,-0.4141,0.0681,-0.1910
17909293,-0.0718,-0.0565,9.8166,-0.4231,0.1142,-0.1375
17909459,-0.0695,-0.0487,9.8019,-0.5250,0.0316,-0.1659
17909626,-0.0789,-0.0384,9.8021,-0.4317,0.0404,-0.1468
17909793,-0.0781,-0.0523,9.8087,-0.4501,0.0195,-0.1892
17909959,-0.0767,-0.0451,9.8121,-0.4772,-0.0111,-0.1817
17910126,-0.0857,-0.0531,9.8183,-0.4449,0.0693,-0.1952
17910293,-0.0791,-0.0575,9.7945,-0.4096,0.0786,-0.1509
17910459,-0.0863,-0.0440,9.8114,-0.4172,0.0835,-0.0894
17910626,-0.0825,-0.0593,9.8054,-0.4443,0.0090,-0.1673
17910793,-0.0776,-0.0534,9.8019,-0.4221,0.0990,-0.2136
17910959,-0.0817,-0.0455,9.8064,-0.4280,0.0167,-0.1811
17911126,-0.0769,-0.0391,9.8168,-0.4173,0.0251,-0.1232
17911293,-0.0697,-0.0513,9.8215,-0.4164,0.0385,-0.1453
17911459,-0.0838,-0.0503,9.8053,-0.4758,0.0496,-0.1415
17911626,-0.0758,-0.0627,9.8024,-0.4070,0.0379,-0.1545
17911793,-0.0821,-0.0476,9.8121,-0.4897,0.1018,-0.2030
17911959,-0.0698,-0.0447,9.8120,-0.3739,0.0649,-0.1654
17912126,-0.0793,-0.0479,9.8071,-0.4887,0.1175,-0.1053
17912293,-0.0800,-0.0419,9.8135,-0.4777,0.0672,-0.1491
17912459,-0.0842,-0.0432,9.8125,-0.4514,0.1557,-0.1793
17912626,-0.0829,-0.0565,9.8065,-0.4811,0.1138,-0.1760
17912793,-0.0887,-0.0562,9.8082,-0.4347,0.0392,-0.1623
17912959,-0.0927,-0.0537,9.8254,-0.4240,0.0699,-0.1867
17913126,-0.0814,-0.0622,9.8138,-0.3483,-0.0017,-0.1586
17913293,-0.0844,-0.0566,9.8064,-0.3729,0.0761,-0.1314
17913459,-0.0701,-0.0472,9.8117,-0.4054,0.0226,-0.1671
17913626,-0.0723,-0.0479,9.8128,-0.4194,0.0623,-0.1227
17913793,-0.0842,-0.0582,9.7955,-0.4100,0.0832,-0.2090
17913959,-0.0657,-0.0434,9.8075,-0.5080,0.0483,-0.1343
17914126,-0.0800,-0.0608,9.8101,-0.3433,0.0252,-0.1543
17914293,-0.0724,-0.0401,9.8016,-0.4938,0.0938,-0.1554
17914459,-0.0781,-0.0515,9.8075,-0.3653,0.0722,-0.1394
17914626,-0.0732,-0.0447,9.8124,-0.4288,0.0581,-0.1540
17914793,-0.0833,-0.0563,9.8280,-0.3873,0.0839,-0.1332
17914959,-0.0754,-0.0580,9.8124,-0.4115,0.0500,-0.1764
17915126,-0.0890,-0.0572,9.8115,-0.4609,0.0473,-0.1507
17915293,-0.0771,-0.0400,9.8080,-0.5002,0.0669,-0.1129
17915460,-0.0773,-0.0549,9.8043,-0.4504,0.0575,-0.1868
17915626,-0.0881,-0.0553,9.8106,-0.4404,0.0560,-0.1845
17915793,-0.0714,-0.0543,9.8126,-0.3859,0.1017,-0.0810
17915960,-0.0857,-0.0455,9.8160,-0.4567,0.0632,-0.1678
17916126,-0.0903,-0.0526,9.8123,-0.5033,0.1183,-0.1200
17916293,-0.0868,-0.0493,9.8044,-0.3907,0.1007,-0.1647
17916460,-0.0742,-0.0415,9.8031,-0.3806,0.0445,-0.0725
17916626,-0.0656,-0.0560,9.8077,-0.4334,0.0180,-0.1579
17916793,-0.0796,-0.0562,9.8099,-0.4446,0.0982,-0.1407
17916960,-0.0686,-0.0471,9.8167,-0.4183,0.0050,-0.1154
17917126,-0.0800,-0.0526,9.7928,-0.4292,0.0631,-0.1128
17917293,-0.0743,-0.0550,9.8176,-0.4936,0.0456,-0.1302
17917460,-0.0813,-0.0536,9.8061,-0.4909,0.0680,-0.1431
17917626,-0.0702,-0.0486,9.8245,-0.4758,0.1408,-0.0969
17917793,-0.0764,-0.0475,9.8056,-0.3893,0.0754,-0.0941
17917960,-0.0985,-0.0458,9.8037,-0.4688,0.0760,-0.1013
17918126,-0.0872,-0.0491,9.8242,-0.4192,0.0525,-0.1023
17918293,-0.0714,-0.0531,9.8137,-0.5063,0.0893,-0.1100
17918460,-0.0725,-0.0461,9.8261,-0.3753,0.0589,-0.1692
17918626,-0.0757,-0.0413,9.8124,-0.3678,0.0832,-0.1379
17918793,-0.0628,-0.0416,9.8100,-0.4727,-0.0093,-0.2315
17918960,-0.0781,-0.0457,9.7969,-0.3623,0.1087,-0.1202
17919126,-0.0657,-0.0520,9.8059,-0.3779,0.0597,-0.1428
17919293,-0.0823,-0.0527,9.8069,-0.4341,0.0685,-0.1557
17919460,-0.0783,-0.0665,9.7925,-0.4405,0.0421,-0.0964
17919626,-0.0760,-0.0517,9.7987,-0.4009,0.0528,-0.2370
17919793,-0.0680,-0.0567,9.8145,-0.4143,0.0643,-0.1343
17919960,-0.0675,-0.0437,9.8088,-0.4509,0.0541,-0.1964
17920126,-0.0827,-0.0573,9.8034,-0.3675,0.0718,-0.1269
17920293,-0.0806,-0.0544,9.7988,-0.4242,0.0957,-0.1091
17920460,-0.0770,-0.0563,9.8166,-0.3640,0.0612,-0.1274
17920626,-0.0791,-0.0455,9.8100,-0.4523,0.0505,-0.1002
17920793,-0.0930,-0.0446,9.8084,-0.4032,0.0699,-0.1659
17920960,-0.0844,-0.0490,9.8076,-0.4525,0.0617,-0.1230
17921126,-0.0849,-0.0448,9.8018,-0.3218,0.0349,-0.1420
17921293,-0.0776,-0.0509,9.8162,-0.4270,0.0490,-0.1704
17921460,-0.0827,-0.0501,9.8075,-0.4731,0.0732,-0.1042
17921626,-0.0809,-0.0440,9.8022,-0.3916,0.0440,-0.1105
17921793,-0.0776,-0.0519,9.8111,-0.3240,0.0948,-0.1344
17921960,-0.0829,-0.0483,9.8068,-0.4406,0.1057,-0.1170
17922126,-0.0724,-0.0592,9.8173,-0.3790,0.0393,-0.1552
17922293,-0.0829,-0.0564,9.8029,-0.3803,0.0814,-0.1239
17922460,-0.0911,-0.0445,9.8246,-0.4483,0.0330,-0.1102
17922626,-0.0814,-0.0450,9.7964,-0.4562,0.0512,-0.1586
17922793,-0.0836,-0.0509,9.8090,-0.4575,0.1032,-0.1025
17922960,-0.0847,-0.0600,9.8099,-0.4404,0.0494,-0.2056
17923126,-0.0802,-0.0434,9.7993,-0.3875,0.0377,-0.1007
17923293,-0.0753,-0.0478,9.8044,-0.4667,0.0433,-0.1609
17923460,-0.0774,-0.0454,9.8013,-0.4556,0.0419,-0.1519
17923626,-0.0879,-0.0437,9.8051,-0.4120,0.0789,-0.1885
17923793,-0.0714,-0.0522,9.8067,-0.4563,0.1208,-0.1142
17923960,-0.0766,-0.0411,9.8106,-0.3976,0.0644,-0.1581
17924126,-0.0797,-0.0488,9.8006,-0.4472,0.0575,-0.1269
17924293,-0.0858,-0.0475,9.8048,-0.4775,0.0424,-0.1948
17924460,-0.0829,-0.0470,9.8047,-0.4002,0.0804,-0.1316
17924626,-0.0864,-0.0441,9.8023,-0.4555,0.0689,-0.2210
17924793,-0.0729,-0.0516,9.8029,-0.4431,0.0155,-0.1709
17924960,-0.0859,-0.0604,9.8115,-0.4508,0.0513,-0.1846
17925126,-0.0875,-0.0417,9.8018,-0.4705,0.0181,-0.1364
17925293,-0.0914,-0.0365,9.7931,-0.4341,0.0835,-0.1630
17925460,-0.0844,-0.0397,9.8059,-0.4328,0.0900,-0.1832
17925626,-0.0866,-0.0471,9.8074,-0.4524,0.0212,-0.1649
17925793,-0.0792,-0.0501,9.8173,-0.4384,0.0517,-0.1066
17925960,-0.1015,-0.0509,9.7969,-0.4594,0.0334,-0.1294
17926126,-0.0798,-0.0478,9.7997,-0.4995,0.0394,-0.1114
17926293,-0.0813,-0.0491,9.8139,-0.4889,0.1000,-0.1159
17926460,-0.0785,-0.0550,9.8095,-0.4791,0.0357,-0.1587
17926626,-0.0963,-0.0461,9.8069,-0.4181,0.0071,-0.1692
17926793,-0.0864,-0.0490,9.8064,-0.4210,0.0788,-0.1893
17926960,-0.0734,-0.0415,9.8098,-0.3496,0.0879,-0.1159
17927126,-0.0745,-0.0470,9.8036,-0.4614,-0.0267,-0.1191
17927293,-0.0796,-0.0567,9.8035,-0.4619,0.0105,-0.0587
17927460,-0.0754,-0.0536,9.8052,-0.4748,0.0368,-0.0672
17927626,-0.0778,-0.0420,9.8139,-0.3822,0.0587,-0.1553
17927793,-0.0802,-0.0462,9.8035,-0.4294,0.1144,-0.2124
17927960,-0.0793,-0.0440,9.8107,-0.4648,0.0525,-0.1684
17928126,-0.0922,-0.0370,9.8178,-0.4513,0.0725,-0.1877
17928293,-0.0781,-0.0541,9.8118,-0.4273,0.0416,-0.1012
17928460,-0.0878,-0.0570,9.8157,-0.4347,0.0670,-0.1087
17928626,-0.0883,-0.0410,9.8037,-0.4951,0.0699,-0.2213
17928793,-0.0694,-0.0388,9.8093,-0.3939,0.0505,-0.1506
17928960,-0.0773,-0.0478,9.8028,-0.4927,0.1108,-0.1481
17929126,-0.0850,-0.0489,9.8022,-0.4783,0.0705,-0.1093
17929293,-0.0898,-0.0478,9.8122,-0.4467,0.0444,-0.1135
17929460,-0.0708,-0.0470,9.8034,-0.3797,0.0383,-0.1969
17929626,-0.0805,-0.0525,9.7930,-0.4933,0.0191,-0.1895
17929793,-0.0705,-0.0554,9.7962,-0.4586,0.0177,-0.0714
17929960,-0.0781,-0.0534,9.8019,-0.4747,0.0734,-0.1540
17930126,-0.0935,-0.0603,9.8236,-0.4438,0.0931,-0.1831
17930293,-0.0679,-0.0430,9.7995,-0.4052,0.0699,-0.1642
17930460,-0.0778,-0.0421,9.8048,-0.4224,0.0548,-0.1301
17930626,-0.0854,-0.0399,9.8047,-0.4352,0.0434,-0.1180
17930793,-0.0785,-0.0410,9.8135,-0.4179,0.0558,-0.1924
17930960,-0.0715,-0.0379,9.8172,-0.3601,0.0324,-0.1583
17931126,-0.0781,-0.0549,9.8055,-0.4257,0.0878,-0.0978
17931293,-0.0835,-0.0509,9.7967,-0.4469,0.0910,-0.1283
17931460,-0.0854,-0.0594,9.8182,-0.3999,0.0540,-0.1251
17931626,-0.0767,-0.0497,9.8235,-0.4387,0.0401,-0.1724
17931793,-0.0691,-0.0324,9.8182,-0.3737,0.0126,-0.1186
17931960,-0.0746,-0.0499,9.8192,-0.4888,0.0245,-0.1416
